antibiotic,genome_name,evidence,computational_method,owner,computational_method_performance,public,measurement,taxon_id,genome_id,measurement_value,measurement_unit,computational_method_version,id,date_inserted,date_modified,_version_,resistant_phenotype,laboratory_typing_method,pmid,laboratory_typing_platform,measurement_sign,vendor,testing_standard,testing_standard_year
doripenem,Escherichia coli W,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.56, CI[0.34, 0.79]",True,0.25,566546,566546.52,0.25,mg/L,202503101,f9a629c1-fa40-4634-8527-99e758d4f839,2025-07-14T21:11:15.064Z,2025-07-14T21:11:15.064Z,1837658264957878300,,,,,,,,
ertapenem,Escherichia coli W,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.77, CI[0.66, 0.89]",True,0.5,566546,566546.52,0.5,mg/L,202503101,822062b8-facc-42d3-a370-34b8d0de0c40,2025-07-14T21:11:15.064Z,2025-07-14T21:11:15.064Z,1837658264957878300,,,,,,,,
cefepime,Escherichia coli W,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.73, CI[0.68, 0.78]",True,1.0,566546,566546.52,1.0,mg/L,202503101,db809c83-da1f-47ec-b016-caded2faf293,2025-07-14T21:11:15.064Z,2025-07-14T21:11:15.064Z,1837658264957878300,,,,,,,,
fosfomycin,Escherichia coli W,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.77, CI[0.60, 0.94]",True,32.0,566546,566546.52,32.0,mg/L,202503101,89792a84-9454-43f1-bc83-a3a4068ae042,2025-07-14T21:11:15.064Z,2025-07-14T21:11:15.064Z,1837658264957878300,,,,,,,,
cefoxitin,Escherichia coli W,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.70, CI[0.51, 0.89]",True,4.0,566546,566546.52,4.0,mg/L,202503101,3a302899-a810-4a3e-b33e-403de07d5b20,2025-07-14T21:11:15.064Z,2025-07-14T21:11:15.064Z,1837658264957878300,,,,,,,,
gentamicin,Escherichia coli W,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.95, CI[0.91, 0.98]",True,1.0,566546,566546.52,1.0,mg/L,202503101,f8046c45-d8b2-4b21-a940-4e4b6c035ab3,2025-07-14T21:11:15.064Z,2025-07-14T21:11:15.064Z,1837658264957878300,,,,,,,,
imipenem,Escherichia coli W,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.78, CI[0.70, 0.86]",True,8.0,566546,566546.52,8.0,mg/L,202503101,47b3c9d8-e2a7-4a5a-82df-f85edecaa89f,2025-07-14T21:11:15.064Z,2025-07-14T21:11:15.064Z,1837658264957878300,,,,,,,,
levofloxacin,Escherichia coli W,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.87, CI[0.81, 0.93]",True,2.0,566546,566546.52,2.0,mg/L,202503101,07851bb9-07d5-4584-93ed-d6af09fd2338,2025-07-14T21:11:15.064Z,2025-07-14T21:11:15.064Z,1837658264958926800,,,,,,,,
meropenem,Escherichia coli W,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.95, CI[0.93, 0.98]",True,0.25,566546,566546.52,0.25,mg/L,202503101,f1e41e13-24f2-4c73-8d75-eade88d8278d,2025-07-14T21:11:15.064Z,2025-07-14T21:11:15.064Z,1837658264958926800,,,,,,,,
nalidixic acid,Escherichia coli W,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.64, CI[0.33, 0.95]",True,8.0,566546,566546.52,8.0,mg/L,202503101,bbce3077-d4a3-404a-82c6-32f109c7209b,2025-07-14T21:11:15.064Z,2025-07-14T21:11:15.064Z,1837658264958926800,,,,,,,,
nitrofurantoin,Escherichia coli W,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.95, CI[0.90, 1.01]",True,16.0,566546,566546.52,16.0,mg/L,202503101,ac79ed6f-ee87-40ff-9298-d7ac0f0b773e,2025-07-14T21:11:15.064Z,2025-07-14T21:11:15.064Z,1837658264958926800,,,,,,,,
piperacillin,Escherichia coli W,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.73, CI[0.39, 1.08]",True,4.0,566546,566546.52,4.0,mg/L,202503101,4a373210-bb37-4823-8a72-ad283dc89b18,2025-07-14T21:11:15.064Z,2025-07-14T21:11:15.064Z,1837658264958926800,,,,,,,,
ampicillin/sulbactam,Escherichia coli W,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.90, CI[0.82, 0.98]",True,8.0,566546,566546.52,8.0,mg/L,202503101,753a3bb5-d13a-4e46-b3e4-2b59f63e002b,2025-07-14T21:11:15.064Z,2025-07-14T21:11:15.064Z,1837658264958926800,,,,,,,,
streptomycin,Escherichia coli W,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.96, CI[0.90, 1.03]",True,32.0,566546,566546.52,32.0,mg/L,202503101,e8c685b6-7361-478e-a67b-a40c0b4eabdc,2025-07-14T21:11:15.064Z,2025-07-14T21:11:15.064Z,1837658264958926800,,,,,,,,
tetracycline,Escherichia coli W,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.79, CI[0.71, 0.87]",True,2.0,566546,566546.52,2.0,mg/L,202503101,3391838f-0410-48cc-ab56-ee00e7d69ec3,2025-07-14T21:11:15.064Z,2025-07-14T21:11:15.064Z,1837658264958926800,,,,,,,,
tigecycline,Escherichia coli W,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.98, CI[0.91, 1.04]",True,0.5,566546,566546.52,0.5,mg/L,202503101,3cbf9f1a-646e-4fb3-9ac7-3f2a22c23eed,2025-07-14T21:11:15.064Z,2025-07-14T21:11:15.064Z,1837658264958926800,,,,,,,,
tobramycin,Escherichia coli W,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.96, CI[0.92, 1.00]",True,1.0,566546,566546.52,1.0,mg/L,202503101,baf8823f-f433-4c99-9056-86a1adcea39e,2025-07-14T21:11:15.064Z,2025-07-14T21:11:15.064Z,1837658264958926800,,,,,,,,
piperacillin/tazobactam,Escherichia coli W,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.93, CI[0.91, 0.95]",True,4.0,566546,566546.52,4.0,mg/L,202503101,5a98d55c-b7a7-4d6e-ab3d-013948f75300,2025-07-14T21:11:15.064Z,2025-07-14T21:11:15.064Z,1837658264958926800,,,,,,,,
amoxicillin/clavulanic acid,Escherichia coli W,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.84, CI[0.81, 0.88]",True,,566546,566546.52,,,202503101,03f0dc9e-5744-44e2-adff-598ef843a1cc,2025-07-14T21:46:54.290Z,2025-07-14T21:46:54.290Z,1837660535316807700,Resistant,,,,,,,
ampicillin,Escherichia coli W,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.94, CI[0.93, 0.96]",True,,566546,566546.52,,,202503101,32d9f197-6981-4553-8982-494f0ad84544,2025-07-14T21:46:54.290Z,2025-07-14T21:46:54.290Z,1837660535316807700,Resistant,,,,,,,
amoxicillin,Escherichia coli W,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.90, CI[0.87, 0.93]",True,,566546,566546.52,,,202503101,7737506c-cca1-4281-8375-8603adc100aa,2025-07-14T21:46:54.290Z,2025-07-14T21:46:54.290Z,1837660535316807700,Resistant,,,,,,,
aztreonam,Escherichia coli W,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.92, CI[0.89, 0.96]",True,,566546,566546.52,,,202503101,53a1aa32-4c3e-4090-995d-e2985fa0626f,2025-07-14T21:46:54.290Z,2025-07-14T21:46:54.290Z,1837660535316807700,Susceptible,,,,,,,
ceftazidime,Escherichia coli W,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.92, CI[0.90, 0.93]",True,,566546,566546.52,,,202503101,42fe10d7-4b9f-47a0-ab67-b62bae7ee494,2025-07-14T21:46:54.290Z,2025-07-14T21:46:54.290Z,1837660535316807700,Susceptible,,,,,,,
cefalothin,Escherichia coli W,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.92, CI[0.89, 0.96]",True,,566546,566546.52,,,202503101,90e62ed0-5fe6-4710-9e0c-45943bc367e7,2025-07-14T21:46:54.290Z,2025-07-14T21:46:54.290Z,1837660535316807700,Susceptible,,,,,,,
cefazolin,Escherichia coli W,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.93, CI[0.86, 0.99]",True,,566546,566546.52,,,202503101,5311f380-8c83-4e59-91e3-8104eda7714c,2025-07-14T21:46:54.290Z,2025-07-14T21:46:54.290Z,1837660535316807700,Susceptible,,,,,,,
chloramphenicol,Escherichia coli W,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.96, CI[0.93, 0.99]",True,,566546,566546.52,,,202503101,58470a8e-8b0b-4205-92e5-09356da6b6c5,2025-07-14T21:46:54.290Z,2025-07-14T21:46:54.290Z,1837660535317856300,Susceptible,,,,,,,
ciprofloxacin,Escherichia coli W,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.98, CI[0.97, 0.98]",True,,566546,566546.52,,,202503101,fbcad5e9-e0b1-4f7f-acb2-8345cb2bfc67,2025-07-14T21:46:54.290Z,2025-07-14T21:46:54.290Z,1837660535317856300,Susceptible,,,,,,,
ceftriaxone,Escherichia coli W,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.96, CI[0.92, 0.99]",True,,566546,566546.52,,,202503101,a110687a-7be2-402c-8c30-8aae845c0976,2025-07-14T21:46:54.290Z,2025-07-14T21:46:54.290Z,1837660535317856300,Susceptible,,,,,,,
cefotaxime,Escherichia coli W,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.96, CI[0.96, 0.97]",True,,566546,566546.52,,,202503101,75919074-cb46-454e-9cdb-81c4459865d7,2025-07-14T21:46:54.290Z,2025-07-14T21:46:54.290Z,1837660535317856300,Susceptible,,,,,,,
cefuroxime,Escherichia coli W,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.88, CI[0.86, 0.90]",True,,566546,566546.52,,,202503101,cf4efdcd-509c-4322-b609-640023bbec2b,2025-07-14T21:46:54.290Z,2025-07-14T21:46:54.290Z,1837660535317856300,Resistant,,,,,,,
doxycycline,Escherichia coli W,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.87, CI[0.80, 0.95]",True,,566546,566546.52,,,202503101,8e39eb67-a49b-4ba0-9303-ce6cd7a0c6bc,2025-07-14T21:46:54.290Z,2025-07-14T21:46:54.290Z,1837660535317856300,Susceptible,,,,,,,
ertapenem,Escherichia coli W,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.92, CI[0.90, 0.95]",True,,566546,566546.52,,,202503101,66810059-3bb9-464a-8d28-458722b154ae,2025-07-14T21:46:54.290Z,2025-07-14T21:46:54.290Z,1837660535317856300,Susceptible,,,,,,,
cefepime,Escherichia coli W,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.88, CI[0.84, 0.92]",True,,566546,566546.52,,,202503101,4b49a862-5298-4d53-8088-97c62c72239c,2025-07-14T21:46:54.290Z,2025-07-14T21:46:54.290Z,1837660535317856300,Susceptible,,,,,,,
cefoxitin,Escherichia coli W,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.88, CI[0.83, 0.92]",True,,566546,566546.52,,,202503101,152fe41c-a667-4e48-804b-fbd04b9f5cf1,2025-07-14T21:46:54.290Z,2025-07-14T21:46:54.290Z,1837660535317856300,Susceptible,,,,,,,
gentamicin,Escherichia coli W,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.96, CI[0.95, 0.97]",True,,566546,566546.52,,,202503101,5d032343-d49c-4e8f-8d2b-28837a712692,2025-07-14T21:46:54.290Z,2025-07-14T21:46:54.290Z,1837660535317856300,Susceptible,,,,,,,
imipenem,Escherichia coli W,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.96, CI[0.94, 0.98]",True,,566546,566546.52,,,202503101,04da9aab-01a7-442b-9c7b-ca2be9fc5e76,2025-07-14T21:46:54.290Z,2025-07-14T21:46:54.290Z,1837660535317856300,Susceptible,,,,,,,
levofloxacin,Escherichia coli W,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.97, CI[0.91, 1.02]",True,,566546,566546.52,,,202503101,371c6cb6-9516-4e61-9b22-8cca0db8a9b1,2025-07-14T21:46:54.290Z,2025-07-14T21:46:54.290Z,1837660535317856300,Resistant,,,,,,,
meropenem,Escherichia coli W,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.76, CI[0.68, 0.84]",True,,566546,566546.52,,,202503101,d33398c8-b65f-4cc3-985c-5f7a3d78a3ec,2025-07-14T21:46:54.290Z,2025-07-14T21:46:54.290Z,1837660535317856300,Susceptible,,,,,,,
nalidixic acid,Escherichia coli W,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.98, CI[0.96, 1.00]",True,,566546,566546.52,,,202503101,ee4ded66-a667-4cc5-9d0f-d2264d71b0d5,2025-07-14T21:46:54.290Z,2025-07-14T21:46:54.290Z,1837660535317856300,Resistant,,,,,,,
norfloxacin,Escherichia coli W,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.96, CI[0.92, 1.01]",True,,566546,566546.52,,,202503101,aa5c3dea-d3db-48c6-99e8-254ccee43305,2025-07-14T21:46:54.290Z,2025-07-14T21:46:54.290Z,1837660535317856300,Susceptible,,,,,,,
ampicillin/sulbactam,Escherichia coli W,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.88, CI[0.79, 0.98]",True,,566546,566546.52,,,202503101,7e5d97be-ee3c-40a6-9bd9-bf8a036797d1,2025-07-14T21:46:54.290Z,2025-07-14T21:46:54.290Z,1837660535317856300,Susceptible,,,,,,,
sulfamethoxazole,Escherichia coli W,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.93, CI[0.88, 0.99]",True,,566546,566546.52,,,202503101,5438cc4f-9f52-49e9-abf8-c90d84d9eb49,2025-07-14T21:46:54.290Z,2025-07-14T21:46:54.290Z,1837660535317856300,Resistant,,,,,,,
streptomycin,Escherichia coli W,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.96, CI[0.90, 1.02]",True,,566546,566546.52,,,202503101,754baf30-8913-4afa-85e5-98b80a9e649d,2025-07-14T21:46:54.290Z,2025-07-14T21:46:54.290Z,1837660535317856300,Susceptible,,,,,,,
tetracycline,Escherichia coli W,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.93, CI[0.89, 0.97]",True,,566546,566546.52,,,202503101,9bdab08d-0e53-45d9-a1d5-c0fc81c96d15,2025-07-14T21:46:54.290Z,2025-07-14T21:46:54.290Z,1837660535318904800,Susceptible,,,,,,,
ceftiofur,Escherichia coli W,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.97, CI[0.88, 1.06]",True,,566546,566546.52,,,202503101,0bf132f7-32e1-4184-9a0f-31daa0f3060d,2025-07-14T21:46:54.290Z,2025-07-14T21:46:54.290Z,1837660535318904800,Susceptible,,,,,,,
trimethoprim,Escherichia coli W,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.94, CI[0.91, 0.97]",True,,566546,566546.52,,,202503101,83061d37-133e-44f7-868d-c05af4a87d5d,2025-07-14T21:46:54.290Z,2025-07-14T21:46:54.290Z,1837660535318904800,Resistant,,,,,,,
tobramycin,Escherichia coli W,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.92, CI[0.88, 0.96]",True,,566546,566546.52,,,202503101,f4175167-496f-4875-a7a0-4429c8443310,2025-07-14T21:46:54.290Z,2025-07-14T21:46:54.290Z,1837660535318904800,Susceptible,,,,,,,
piperacillin/tazobactam,Escherichia coli W,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.80, CI[0.78, 0.82]",True,,566546,566546.52,,,202503101,958abe76-23bb-4376-af40-75af4df9f417,2025-07-14T21:46:54.290Z,2025-07-14T21:46:54.290Z,1837660535318904800,Susceptible,,,,,,,
amoxicillin/clavulanic acid,Escherichia coli 042,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.97, CI[0.96, 0.98]",True,4.0,216592,216592.31,4.0,mg/L,202503101,08735d4a-e8f8-4fad-9912-7de255990eaa,2025-07-14T20:56:36.998Z,2025-07-14T20:56:36.998Z,1837657375450857500,,,,,,,,
amikacin,Escherichia coli 042,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.97, CI[0.96, 0.98]",True,2.0,216592,216592.31,2.0,mg/L,202503101,0d201b36-3061-4715-8777-542c9ca40410,2025-07-14T20:56:36.998Z,2025-07-14T20:56:36.998Z,1837657375450857500,,,,,,,,
ampicillin,Escherichia coli 042,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.87, CI[0.82, 0.92]",True,8.0,216592,216592.31,8.0,mg/L,202503101,fd16de86-1be6-418f-b0dd-27a2076e0590,2025-07-14T20:56:36.998Z,2025-07-14T20:56:36.998Z,1837657375450857500,,,,,,,,
aztreonam,Escherichia coli 042,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.61, CI[0.50, 0.73]",True,2.0,216592,216592.31,2.0,mg/L,202503101,07329b58-dc3f-4e06-9aba-1d65b726b07c,2025-07-14T20:56:36.998Z,2025-07-14T20:56:36.998Z,1837657375450857500,,,,,,,,
ceftazidime,Escherichia coli 042,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.88, CI[0.86, 0.90]",True,4.0,216592,216592.31,4.0,mg/L,202503101,e1f0b5f2-feb9-43b5-90eb-53e34758881d,2025-07-14T20:56:36.998Z,2025-07-14T20:56:36.998Z,1837657375450857500,,,,,,,,
cefazolin,Escherichia coli 042,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.86, CI[0.82, 0.90]",True,16.0,216592,216592.31,16.0,mg/L,202503101,3bed4411-04d8-4cea-a53e-37885d7c2593,2025-07-14T20:56:36.998Z,2025-07-14T20:56:36.998Z,1837657375450857500,,,,,,,,
chloramphenicol,Escherichia coli 042,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.77, CI[0.71, 0.83]",True,16.0,216592,216592.31,16.0,mg/L,202503101,10b54d57-4a30-4552-9c4e-e994a9b59fa5,2025-07-14T20:56:36.998Z,2025-07-14T20:56:36.998Z,1837657375450857500,,,,,,,,
ciprofloxacin,Escherichia coli 042,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.95, CI[0.93, 0.97]",True,0.25,216592,216592.31,0.25,mg/L,202503101,9a6ad87b-614e-42e8-bfc3-dc33f5748414,2025-07-14T20:56:36.998Z,2025-07-14T20:56:36.998Z,1837657375450857500,,,,,,,,
ceftriaxone,Escherichia coli 042,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.83, CI[0.74, 0.91]",True,2.0,216592,216592.31,2.0,mg/L,202503101,71f88ea8-d3ed-407b-b30e-66ae304a657d,2025-07-14T20:56:36.998Z,2025-07-14T20:56:36.998Z,1837657375450857500,,,,,,,,
colistin,Escherichia coli 042,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.80, CI[0.64, 0.96]",True,1.0,216592,216592.31,1.0,mg/L,202503101,051acef6-e390-4cd4-9481-0c2bda14661a,2025-07-14T20:56:36.998Z,2025-07-14T20:56:36.998Z,1837657375450857500,,,,,,,,
cefotetan,Escherichia coli 042,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 1.00, CI[1.00, 1.00]",True,32.0,216592,216592.31,32.0,mg/L,202503101,f2facee1-8c96-41fe-9ba9-cb21e61985b1,2025-07-14T20:56:36.998Z,2025-07-14T20:56:36.998Z,1837657375450857500,,,,,,,,
cefotaxime,Escherichia coli 042,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.90, CI[0.88, 0.91]",True,1.0,216592,216592.31,1.0,mg/L,202503101,ed15a264-be22-4538-bb05-c7f8734ded4f,2025-07-14T20:56:36.998Z,2025-07-14T20:56:36.998Z,1837657375450857500,,,,,,,,
cefuroxime,Escherichia coli 042,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.62, CI[0.26, 0.97]",True,8.0,216592,216592.31,8.0,mg/L,202503101,66ee3ab2-4c13-4d2a-8b0e-555e958ba053,2025-07-14T20:56:36.998Z,2025-07-14T20:56:36.998Z,1837657375450857500,,,,,,,,
doripenem,Escherichia coli 042,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.56, CI[0.34, 0.79]",True,0.25,216592,216592.31,0.25,mg/L,202503101,b9e625bf-3c13-433e-ab8a-d07e3c6cd98a,2025-07-14T20:56:36.998Z,2025-07-14T20:56:36.998Z,1837657375450857500,,,,,,,,
ertapenem,Escherichia coli 042,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.77, CI[0.66, 0.89]",True,0.5,216592,216592.31,0.5,mg/L,202503101,d486cdfd-6c1a-4259-903c-d16ee2c834f1,2025-07-14T20:56:36.998Z,2025-07-14T20:56:36.998Z,1837657375450857500,,,,,,,,
cefepime,Escherichia coli 042,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.73, CI[0.68, 0.78]",True,1.0,216592,216592.31,1.0,mg/L,202503101,6f980e10-5511-425c-9883-00d492d2176a,2025-07-14T20:56:36.998Z,2025-07-14T20:56:36.998Z,1837657375450857500,,,,,,,,
fosfomycin,Escherichia coli 042,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.77, CI[0.60, 0.94]",True,32.0,216592,216592.31,32.0,mg/L,202503101,6f942dd2-942b-49e5-ae23-a8d5f4cbef07,2025-07-14T20:56:36.998Z,2025-07-14T20:56:36.998Z,1837657375450857500,,,,,,,,
cefoxitin,Escherichia coli 042,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.70, CI[0.51, 0.89]",True,4.0,216592,216592.31,4.0,mg/L,202503101,541fd746-8500-47b7-885c-c40aac11f1b1,2025-07-14T20:56:36.998Z,2025-07-14T20:56:36.998Z,1837657375451906000,,,,,,,,
gentamicin,Escherichia coli 042,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.95, CI[0.91, 0.98]",True,1.0,216592,216592.31,1.0,mg/L,202503101,b8493afc-bde1-49ab-9f9e-8c85123c4844,2025-07-14T20:56:36.998Z,2025-07-14T20:56:36.998Z,1837657375451906000,,,,,,,,
imipenem,Escherichia coli 042,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.78, CI[0.70, 0.86]",True,8.0,216592,216592.31,8.0,mg/L,202503101,9253b61d-5e61-40b1-925b-742384c73712,2025-07-14T20:56:36.998Z,2025-07-14T20:56:36.998Z,1837657375451906000,,,,,,,,
levofloxacin,Escherichia coli 042,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.87, CI[0.81, 0.93]",True,4.0,216592,216592.31,4.0,mg/L,202503101,a181eddf-77e1-47bb-ad37-56b76f1997a0,2025-07-14T20:56:36.998Z,2025-07-14T20:56:36.998Z,1837657375451906000,,,,,,,,
meropenem,Escherichia coli 042,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.95, CI[0.93, 0.98]",True,0.25,216592,216592.31,0.25,mg/L,202503101,98588a6e-dfa3-4031-ac01-0f4f9a228eaf,2025-07-14T20:56:36.998Z,2025-07-14T20:56:36.998Z,1837657375451906000,,,,,,,,
nalidixic acid,Escherichia coli 042,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.64, CI[0.33, 0.95]",True,8.0,216592,216592.31,8.0,mg/L,202503101,7a32cc7b-98ab-470d-823e-cd7c187f6e3d,2025-07-14T20:56:36.998Z,2025-07-14T20:56:36.998Z,1837657375451906000,,,,,,,,
nitrofurantoin,Escherichia coli 042,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.95, CI[0.90, 1.01]",True,16.0,216592,216592.31,16.0,mg/L,202503101,c9559d43-223a-4b5a-802a-5278089fbc08,2025-07-14T20:56:36.998Z,2025-07-14T20:56:36.998Z,1837657375451906000,,,,,,,,
piperacillin,Escherichia coli 042,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.73, CI[0.39, 1.08]",True,4.0,216592,216592.31,4.0,mg/L,202503101,f26e15eb-fd5d-4d8d-abcf-763ea1be7ce2,2025-07-14T20:56:36.998Z,2025-07-14T20:56:36.998Z,1837657375451906000,,,,,,,,
ampicillin/sulbactam,Escherichia coli 042,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.90, CI[0.82, 0.98]",True,8.0,216592,216592.31,8.0,mg/L,202503101,b853263c-f3c3-4063-b746-118542adcde8,2025-07-14T20:56:36.998Z,2025-07-14T20:56:36.998Z,1837657375451906000,,,,,,,,
streptomycin,Escherichia coli 042,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.96, CI[0.90, 1.03]",True,16.0,216592,216592.31,16.0,mg/L,202503101,8039f6b5-4615-4693-a6dd-49ae81827bbf,2025-07-14T20:56:36.998Z,2025-07-14T20:56:36.998Z,1837657375451906000,,,,,,,,
tetracycline,Escherichia coli 042,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.79, CI[0.71, 0.87]",True,2.0,216592,216592.31,2.0,mg/L,202503101,f159ba12-c15b-441f-9c1d-a87b73097519,2025-07-14T20:56:36.998Z,2025-07-14T20:56:36.998Z,1837657375451906000,,,,,,,,
tigecycline,Escherichia coli 042,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.98, CI[0.91, 1.04]",True,1.0,216592,216592.31,1.0,mg/L,202503101,2daec964-00d2-40cd-8d34-6354fa16d751,2025-07-14T20:56:36.998Z,2025-07-14T20:56:36.998Z,1837657375451906000,,,,,,,,
tobramycin,Escherichia coli 042,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.96, CI[0.92, 1.00]",True,1.0,216592,216592.31,1.0,mg/L,202503101,b250f3e0-12f4-46ed-a2d4-1732073ac266,2025-07-14T20:56:36.998Z,2025-07-14T20:56:36.998Z,1837657375451906000,,,,,,,,
