assembly_accession,bioproject_accession,biosample_accession,cell_shape,class,common_name,completion_date,contigs,culture_collection,date_inserted,date_modified,family,gc_content,genbank_accessions,genome_id,genome_length,genome_name,genome_status,genus,gram_stain,habitat,kingdom,motility,order,owner,oxygen_requirement,patric_cds,phylum,plasmids,public,publication,refseq_cds,sequencing_centers,species,strain,taxon_id,temperature_range,superkingdom,cds,sequencing_status,taxon_lineage_ids,comments,taxon_lineage_names,_version_,contig_n50,hypothetical_cds_ratio,contig_l50,rrna,partial_cds_ratio,lab_host,trna,chromosomes,host_name,cds_ratio,partial_cds,plfam_cds_ratio,disease,checkm_completeness,checkm_contamination,coarse_consistency,fine_consistency,genome_quality,hypothetical_cds,mlst,p2_genome_id,plfam_cds,genome_quality_flags,assembly_method,ncbi_project_id,organism_name,refseq_accessions,sequencing_depth,sequencing_platform,serovar,optimal_temperature,refseq_project_id,sporulation,cgmlst_id,cgmlst_hc0,cgmlst_hc2,cgmlst_hc5,cgmlst_hc10,cgmlst_hc20,cgmlst_hc50,cgmlst_hc100,collection_year,collection_date,geographic_location,host_common_name,host_group,host_health,isolation_country,isolation_source,host_scientific_name,geographic_group,pathovar,additional_metadata,type_strain,isolation_comments,other_clinical,passage,other_typing,sra_accession,state_province,antimicrobial_resistance_evidence,body_sample_site,antimicrobial_resistance,host_age,host_gender,other_environmental,salinity,reference_genome,longitude,latitude,isolation_site
,PRJEB64565,SAMEA114263503,,Gammaproteobacteria,Escherichia_coli_IS25,2024-09-01T00:00:00Z,66,,2025-02-05T23:09:27.371Z,2025-02-05T23:09:27.371Z,Enterobacteriaceae,50.70603,CAXVMT000000000,1432548.9,4964936,Escherichia coli IS25 CC01402,WGS,Escherichia,,,Pseudomonadati,,Enterobacterales,BVBRC@patricbrc.org,,4953.0,Pseudomonadota,0.0,True,,,,Escherichia coli,CC01402,1432548,,Bacteria,4953,,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '561', '562', '1432548']",,"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Escherichia', 'Escherichia coli', 'Escherichia coli IS25']",1840553076954497000,190871.0,0.26569757,9.0,4.0,0.0,,63.0,0.0,,0.99759597,0.0,0.9620432,,99.9,0.0,99.9,98.7,Good,536.0,"MLST.Escherichia_coli_1.131,MLST.Escherichia_coli_2.43",,4765.0,,,,,,,,,,,,,,,,,,,,2019.0,2019-03-21,Australia,,,,Australia,,,Oceania,,,,,,,,,,,,,,,,,,,,
,PRJEB64565,SAMEA114263496,,Gammaproteobacteria,Escherichia_coli_IS25,2024-09-01T00:00:00Z,61,,2025-02-05T23:06:30.948Z,2025-02-05T23:06:30.948Z,Enterobacteriaceae,50.70704,CAXVMR000000000,1432548.10,4965773,Escherichia coli IS25 CC01410,WGS,Escherichia,,,Pseudomonadati,,Enterobacterales,BVBRC@patricbrc.org,,4939.0,Pseudomonadota,0.0,True,,,,Escherichia coli,CC01410,1432548,,Bacteria,4939,,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '561', '562', '1432548']",,"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Escherichia', 'Escherichia coli', 'Escherichia coli IS25']",1840553076954497000,330919.0,0.26604575,7.0,4.0,0.0,,66.0,0.0,,0.9946085,0.0,0.9633529,,100.0,0.0,99.9,98.9,Good,536.0,"MLST.Escherichia_coli_1.131,MLST.Escherichia_coli_2.43",,4758.0,,,,,,,,,,,,,,,,,,,,2019.0,2019-03-21,Australia,,,,Australia,,,Oceania,,,,,,,,,,,,,,,,,,,,
,,,,Gammaproteobacteria,Escherichia_coli_MRSN388634,,84,,2019-12-11T21:57:26.169Z,2019-12-11T21:57:26.169Z,Enterobacteriaceae,50.32832,,562.53161,5211994,Escherichia coli MRSN388634,Deprecated,Escherichia,,,Pseudomonadati,,Enterobacterales,mshukla@patricbrc.org,,5133.0,Pseudomonadota,0.0,True,,,,Escherichia coli,MRSN388634,562,,Bacteria,5133,WGS,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '561', '562']","['test comment - mshukla', '']","['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Escherichia', 'Escherichia coli']",1818557103995879400,208790.0,0.1190337,7.0,10.0,0.0,,84.0,0.0,,0.9848438,0.0,0.96649134,,0.0,0.0,94.82,94.82,Good,611.0,"MLST.Escherichia_coli_2.594,MLST.Escherichia_coli_1.457",,4961.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_000026245.1,PRJNA33413,SAMEA3138229,Rod,Gammaproteobacteria,Escherichia_coli_55989,2008-12-18T00:00:00Z,2,,2014-12-08T22:11:20.430Z,2015-03-16T03:17:09.594Z,Enterobacteriaceae,50.7,CU928145,585055.8,5227344,Escherichia coli 55989,Complete,Escherichia,-,Multiple,Pseudomonadati,Yes,Enterobacterales,PATRIC,Facultative,5178.0,Pseudomonadota,1.0,True,19165319,4866.0,Genoscope,Escherichia coli,55989,585055,Mesophilic,Bacteria,5178,Complete,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '561', '562', '585055']",['Escherichia coli 55989. Escherichia coli 55989 is a clinical enteroaggregative isolate. Enteroaggregative E. coli strains adhere to mucosal cells and are an emerging cause of gastroenteritis.'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Escherichia', 'Escherichia coli', 'Escherichia coli 55989']",1851322307338829800,5154862.0,0.12,1.0,14.0,0.0,,94.0,1.0,,0.99,0.0,1.0,['Gastroenteritis'],100.0,0.4,99.9,99.0,Good,630.0,MLST.ecoli_achtman_4.678,113220.0,5178.0,,,33413,Escherichia coli 55989,NC_011748,,,,-,59383,No,585055.8,51709,51709,51709,51709,51709,51709,1073,,,,,,,,clinical enteroaggregative isolate,,,EAEC,,,,,,,,,,,,,,,,,,,
GCA_000010745.1,PRJDA32511,SAMD00060956,Bacilli,Gammaproteobacteria,Escherichia_coli_O103_H2_str_12009,2016-10-07T00:00:00Z,1,,2017-12-29T17:14:49.572Z,2017-12-29T17:14:49.572Z,Enterobacteriaceae,49.11,AP010959,585395.25,75546,Escherichia coli O103:H2 str. 12009,Plasmid,Escherichia,Negative,,Pseudomonadati,,Enterobacterales,PATRIC@patricbrc.org,Facultative,100.0,Pseudomonadota,1.0,True,19815525,90.0,"University of Tokyo, Graduate School of Frontier Sciences",Escherichia coli,12009,585395,Mesophilic,Bacteria,100,Plasmid,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '561', '562', '376725', '585395']",['Escherichia coli O103:H2 str. 12009. An enterohemorrhagic E. coli (EHEC) strain. This strain will be used for comparative genome analysis.'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Escherichia', 'Escherichia coli', 'Escherichia coli O103', 'Escherichia coli O103']",1818556709873909800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O103:H2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_000026325.2,PRJNA33415,SAMEA3138233,Bacilli,Gammaproteobacteria,Escherichia_coli_UMN026,2016-01-12T00:00:00Z,1,,2017-12-30T05:56:11.335Z,2017-12-30T05:56:11.335Z,Enterobacteriaceae,42.03,CU928149,585056.98,33809,Escherichia coli UMN026,Plasmid,Escherichia,Negative,Multiple,Pseudomonadati,No,Enterobacterales,PATRIC@patricbrc.org,Facultative,53.0,Pseudomonadota,,True,,49.0,Genoscope,Escherichia coli,UMN026,585056,Mesophilic,Bacteria,53,Plasmid,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '561', '562', '585056']",['Escherichia coli UMN026. Escherichia coli UMN026 is a serotype O7:K1 clinical isolate. This strain is drug resistant and will be used for comparative analysis.'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Escherichia', 'Escherichia coli', 'Escherichia coli UMN026']",1818556713832284200,,,,,,,,1.0,,,,,['Urinary tract infection'],,,,,,,,,,,,,,,,,serovar O7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_000026325.2,PRJNA33415,SAMEA3138233,Bacilli,Gammaproteobacteria,Escherichia_coli_UMN026,2016-01-12T00:00:00Z,1,,2017-12-30T05:56:26.809Z,2017-12-30T05:56:26.809Z,Enterobacteriaceae,50.46,CU928148,585056.97,122301,Escherichia coli UMN026,Plasmid,Escherichia,Negative,Multiple,Pseudomonadati,No,Enterobacterales,PATRIC@patricbrc.org,Facultative,184.0,Pseudomonadota,,True,,151.0,Genoscope,Escherichia coli,UMN026,585056,Mesophilic,Bacteria,184,Plasmid,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '561', '562', '585056']",['Escherichia coli UMN026. Escherichia coli UMN026 is a serotype O7:K1 clinical isolate. This strain is drug resistant and will be used for comparative analysis.'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Escherichia', 'Escherichia coli', 'Escherichia coli UMN026']",1818556708760322000,,,,,,,,1.0,,,,,['Urinary tract infection'],,,,,,,,,,,,,,,,,serovar O7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA1096674,SAMN40759024,,Gammaproteobacteria,Escherichia_coli,2025-02-27T00:00:00Z,263,,2025-04-23T14:55:36.578Z,2025-04-23T14:55:36.578Z,Enterobacteriaceae,50.55571,JBFCYB000000000,562.164979,5119473,Escherichia coli MC-04960,WGS,Escherichia,,,Pseudomonadati,,Enterobacterales,BVBRC@patricbrc.org,,5229.0,Pseudomonadota,0.0,True,,4983.0,,Escherichia coli,MC-04960,562,,Bacteria,5229,,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '561', '562']",,"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Escherichia', 'Escherichia coli']",1840554679515218000,55942.0,0.27270988,28.0,6.0,0.007840888,,70.0,0.0,Homo sapiens,1.0213943,41.0,0.95257217,,100.0,0.0,99.8,98.7,Good,550.0,"MLST.Escherichia_coli_1.38,MLST.Escherichia_coli_2.8",,4981.0,,SPAdes v. 3.7,,,,10+x,Illumina NextSeq,,,,,,,,,,,,,,,,Human,Human,Escherichia coli infection,,clinical isolate,Homo sapiens,,,['collected_by:UMC Utrecht'],,,,,,,,,,,,,,,,,,
,PRJNA1096674,SAMN40759029,,Gammaproteobacteria,Escherichia_coli,2025-02-27T00:00:00Z,122,,2025-04-23T14:15:16.640Z,2025-04-23T14:15:16.640Z,Enterobacteriaceae,50.532562,JBBWCG000000000,562.164917,5283967,Escherichia coli JS1060,WGS,Escherichia,,,Pseudomonadati,,Enterobacterales,BVBRC@patricbrc.org,,5431.0,Pseudomonadota,0.0,True,,5145.0,,Escherichia coli,JS1060,562,,Bacteria,5431,,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '561', '562']",,"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Escherichia', 'Escherichia coli']",1840554679516266500,186290.0,0.28392562,8.0,9.0,0.009758792,,81.0,0.0,Homo sapiens,1.0278263,53.0,0.94881237,,100.0,0.0,99.8,99.3,Good,662.0,"MLST.Escherichia_coli_1.362,MLST.Escherichia_coli_2.46",,5153.0,,SPAdes v. 3.7,,,,10x,Illumina NovaSeq,,,,,,,,,,,,,,,,Human,Human,Escherichia coli infection,,clinical isolate,Homo sapiens,,,['collected_by:UMC Utrecht'],,,,,,,,,,,,,,,,,,
,PRJNA1096674,SAMN40759028,,Gammaproteobacteria,Escherichia_coli,2025-02-27T00:00:00Z,84,,2025-04-23T14:15:25.691Z,2025-04-23T14:15:25.691Z,Enterobacteriaceae,50.68366,JBFCXZ000000000,562.164919,4741195,Escherichia coli JS1199,WGS,Escherichia,,,Pseudomonadati,,Enterobacterales,BVBRC@patricbrc.org,,4781.0,Pseudomonadota,0.0,True,,4568.0,,Escherichia coli,JS1199,562,,Bacteria,4781,,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '561', '562']",,"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Escherichia', 'Escherichia coli']",1840554679517315000,211646.0,0.26124242,7.0,9.0,0.0060656765,,79.0,0.0,Homo sapiens,1.0083956,29.0,0.96151435,,100.0,0.3,99.4,98.6,Good,443.0,"MLST.Escherichia_coli_2.76,MLST.Escherichia_coli_1.1433",,4597.0,,SPAdes v. 3.7,,,,10+x,Illumina NovaSeq,,,,,,,,,,,,,,,,Human,Human,Escherichia coli infection,,clinical isolate,Homo sapiens,,,['collected_by:UMC Utrecht'],,,,,,,,,,,,,,,,,,
,PRJNA1096674,SAMN40759025,,Gammaproteobacteria,Escherichia_coli,2025-02-27T00:00:00Z,122,,2025-04-23T14:15:34.228Z,2025-04-23T14:15:34.228Z,Enterobacteriaceae,50.650047,JBBWCI000000000,562.164923,5015340,Escherichia coli MA-07534,WGS,Escherichia,,,Pseudomonadati,,Enterobacterales,BVBRC@patricbrc.org,,5139.0,Pseudomonadota,0.0,True,,4861.0,,Escherichia coli,MA-07534,562,,Bacteria,5139,,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '561', '562']",,"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Escherichia', 'Escherichia coli']",1840554679518363600,148179.0,0.2648375,11.0,5.0,0.008367387,,78.0,0.0,Homo sapiens,1.0246563,43.0,0.95232534,,100.0,0.0,100.0,99.6,Good,515.0,"MLST.Escherichia_coli_1.58,MLST.Escherichia_coli_2.414",,4894.0,,SPAdes v. 3.7,,,,10x,Illumina NextSeq,,,,,,,,,,,,,,,,Human,Human,Escherichia coli infection,,clinical isolate,Homo sapiens,,,['collected_by:UMC Utrecht'],,,,,,,,,,,,,,,,,,
,PRJNA1096674,SAMN40759026,,Gammaproteobacteria,Escherichia_coli,2025-02-27T00:00:00Z,141,,2025-04-23T14:15:43.195Z,2025-04-23T14:15:43.195Z,Enterobacteriaceae,50.628586,JBBWCH000000000,562.164918,5316734,Escherichia coli MA-08141,WGS,Escherichia,,,Pseudomonadati,,Enterobacterales,BVBRC@patricbrc.org,,5565.0,Pseudomonadota,0.0,True,,5277.0,,Escherichia coli,MA-08141,562,,Bacteria,5565,,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '561', '562']",,"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Escherichia', 'Escherichia coli']",1840554679519412200,166841.0,0.27654988,12.0,6.0,0.011320755,,73.0,0.0,Homo sapiens,1.0466952,63.0,0.93764603,,100.0,0.0,99.9,98.9,Good,675.0,"MLST.Escherichia_coli_2.621,MLST.Escherichia_coli_1.131",,5218.0,,SPAdes v. 3.7,,,,10x,Illumina NextSeq,,,,,,,,,,,,,,,,Human,Human,Escherichia coli infection,,clinical isolate,Homo sapiens,,,['collected_by:UMC Utrecht'],,,,,,,,,,,,,,,,,,
,PRJNA1096674,SAMN40759027,,Gammaproteobacteria,Escherichia_coli,2025-02-27T00:00:00Z,127,,2025-04-23T14:15:46.616Z,2025-04-23T14:15:46.616Z,Enterobacteriaceae,50.419838,JBFCYA000000000,562.164920,4913227,Escherichia coli MA-42862,WGS,Escherichia,,,Pseudomonadati,,Enterobacterales,BVBRC@patricbrc.org,,5031.0,Pseudomonadota,0.0,True,,4777.0,,Escherichia coli,MA-42862,562,,Bacteria,5031,,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '561', '562']",,"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Escherichia', 'Escherichia coli']",1840554679520460800,113232.0,0.27608827,13.0,6.0,0.0091433115,,65.0,0.0,Homo sapiens,1.0239706,46.0,0.95925266,,100.0,0.0,99.7,98.8,Good,544.0,"MLST.Escherichia_coli_2.2,MLST.Escherichia_coli_1.10",,4826.0,,SPAdes v. 3.7,,,,10+x,Illumina NextSeq,,,,,,,,,,,,,,,,Human,Human,Escherichia coli infection,,clinical isolate,Homo sapiens,,,['collected_by:UMC Utrecht'],,,,,,,,,,,,,,,,,,
GCA_000148365.1,PRJNA38725,SAMN02603258,Bacilli,Gammaproteobacteria,Escherichia_coli_ABU_83972,2016-07-25T00:00:00Z,1,,2017-12-29T21:34:03.592Z,2017-12-29T21:34:03.592Z,Enterobacteriaceae,50.9,CP001833,655817.18,1564,Escherichia coli ABU 83972,Plasmid,Escherichia,Negative,Multiple,Pseudomonadati,No,Enterobacterales,PATRIC@patricbrc.org,Facultative,3.0,Pseudomonadota,1.0,True,20865122,3.0,Georg-August-University Goettingen,Escherichia coli,ABU 83972,655817,Mesophilic,Bacteria,3,Plasmid,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '561', '562', '655817']",['Escherichia coli ABU 83972. Escherichia coli ABU 83972 causes an asymptomatic bacteriuria.'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Escherichia', 'Escherichia coli', 'Escherichia coli ABU 83972']",1830850927072903200,,,,,,,,,"Human, Homo sapiens",,,,['Asymptomatic bacteriuria'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Human,Human,,,isolate from a young female with long term asymptomatic bacteriuria (ABU),Homo sapiens,,,,,,,,,,,,,,,,,,,,,
GCA_000503495.1,PRJNA224229,SAMN02471485,,Gammaproteobacteria,Escherichia_coli_606,2013-12-03T00:00:00Z,504, ,2014-12-08T22:11:20.476Z,2015-03-16T03:17:09.594Z,Enterobacteriaceae,50.6,AYQV00000000,1412825.3,5279051,Escherichia coli 606,WGS,Escherichia,,,Pseudomonadati,,Enterobacterales,PATRIC,,5225.0,Pseudomonadota,0.0,True,,0.0,University Medical Center Utrecht,Escherichia coli,606,1412825,,Bacteria,5225,WGS,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '561', '562', '1412825']","['E. coli 606 is a clinical, human (pulmonary) isolate.']","['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Escherichia', 'Escherichia coli', 'Escherichia coli 606']",1850435277731922000,63003.0,0.15,28.0,4.0,0.0,,30.0,0.0,"Human, Homo sapiens",0.99,0.0,1.0,,100.0,0.4,98.9,97.3,Good,768.0,MLST.Escherichia_coli_2.88,313863.0,5223.0,,SOAPdenovo v. 1.05,PRJNA224229,Escherichia coli 606,-,110.0x,Illumina HiSeq,,,,,1412825.3,20985,20985,20985,20985,20985,20985,20985,,,,Human,Human,,,pulmonary,Homo sapiens,,,,,,,,,,,,,,,,,,,,,
,PRJNA20733,,Bacilli,Gammaproteobacteria,Escherichia_coli_chi7122,2016-07-24T00:00:00Z,1,,2017-12-29T20:51:18.540Z,2017-12-29T20:51:18.540Z,Enterobacteriaceae,48.76,CP000836,475609.6,103275,Escherichia coli chi7122,Plasmid,Escherichia,Negative,HostAssociated,Pseudomonadati,No,Enterobacterales,PATRIC@patricbrc.org,Facultative,153.0,Pseudomonadota,1.0,True,19156210,164.0,Arizona State University,Escherichia coli,chi7122,475609,Mesophilic,Bacteria,153,Plasmid,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '561', '562', '475609']",['Escherichia coli strain c7122. This wild type strain is being sequenced to perform comparative genomic studies.'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Escherichia', 'Escherichia coli', 'Escherichia coli chi7122']",1818556713466331100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,
GCA_000010485.1,PRJDA19053,SAMD00060923,Bacilli,Gammaproteobacteria,Escherichia_coli_SE15,2016-10-07T00:00:00Z,1,,2017-12-29T17:13:01.949Z,2017-12-29T17:13:01.949Z,Enterobacteriaceae,51.04,AP009379,431946.15,122345,Escherichia coli SE15,Plasmid,Escherichia,Negative,HostAssociated,Pseudomonadati,Yes,Enterobacterales,PATRIC@patricbrc.org,Facultative,178.0,Pseudomonadota,,True,20008064,150.0,Kitasato University,Escherichia coli,SE15,431946,Mesophilic,Bacteria,178,Plasmid,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '561', '562', '431946']",['Escherichia coli SE15. This strain is being sequenced for comparative genome analysis.'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Escherichia', 'Escherichia coli', 'Escherichia coli SE15']",1818556714024173600,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_000026545.1,PRJEA32571,SAMEA1705959,Bacilli,Gammaproteobacteria,Escherichia_coli_O127_H6_str_E2348_69,2016-07-26T00:00:00Z,1,,2017-12-30T06:11:35.019Z,2017-12-30T06:11:35.019Z,Enterobacteriaceae,52.76,FM180570,574521.34,6147,Escherichia coli O127:H6 str. E2348/69,Plasmid,Escherichia,Negative,HostAssociated,Pseudomonadati,No,Enterobacterales,PATRIC@patricbrc.org,Facultative,9.0,Pseudomonadota,1.0,True,18952797,9.0,Sanger Institute,Escherichia coli,E2348/69,574521,Mesophilic,Bacteria,9,Plasmid,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '561', '562', '168807', '574521']","['Escherichia coli O127:H6 E2348/69. Enteropathogenic Escherichia coli (EPEC) is an important cause of fatal infant diarrhea. EPEC induces diarrhea by attaching and effacing to host cells in the small intestine, inducing cytoskeletal rearrangements that result in pedastel formation, and then by introducing toxins into the host cell. Important virulence functions such as the type III secretion system are encoded by the locus of enterocyte effacement. Escherichia coli 0127:H6 E2348/69 is an enteropathogenic E. coli strain to be used for comparative studies with related Escherichia and Shigella species.']","['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Escherichia', 'Escherichia coli', 'Escherichia coli O127', 'Escherichia coli O127']",1818556712753299500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,1969.0,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_000026545.1,PRJEA32571,SAMEA1705959,Bacilli,Gammaproteobacteria,Escherichia_coli_O127_H6_str_E2348_69,2016-07-26T00:00:00Z,1,,2017-12-30T06:11:19.435Z,2017-12-30T06:11:19.435Z,Enterobacteriaceae,48.01,FM180569,574521.33,97978,Escherichia coli O127:H6 str. E2348/69,Plasmid,Escherichia,Negative,HostAssociated,Pseudomonadati,No,Enterobacterales,PATRIC@patricbrc.org,Facultative,146.0,Pseudomonadota,1.0,True,18952797,112.0,Sanger Institute,Escherichia coli,E2348/69,574521,Mesophilic,Bacteria,146,Plasmid,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '561', '562', '168807', '574521']","['Escherichia coli O127:H6 E2348/69. Enteropathogenic Escherichia coli (EPEC) is an important cause of fatal infant diarrhea. EPEC induces diarrhea by attaching and effacing to host cells in the small intestine, inducing cytoskeletal rearrangements that result in pedastel formation, and then by introducing toxins into the host cell. Important virulence functions such as the type III secretion system are encoded by the locus of enterocyte effacement. Escherichia coli 0127:H6 E2348/69 is an enteropathogenic E. coli strain to be used for comparative studies with related Escherichia and Shigella species.']","['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Escherichia', 'Escherichia coli', 'Escherichia coli O127', 'Escherichia coli O127']",1818556714640736300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,1969.0,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_005393145.1,PRJDB5579,SAMD00077525,,Gammaproteobacteria,Escherichia_coli,2019-04-16T00:00:00Z,109,,2019-07-15T03:18:09.048Z,2019-07-15T03:18:09.048Z,Enterobacteriaceae,50.687035,BGBZ00000000,562.47336,4887810,Escherichia coli strain NS-NP007,WGS,Escherichia,,,Pseudomonadati,,Enterobacterales,PATRIC@patricbrc.org,,4849.0,Pseudomonadota,,True,,4541.0,"Microbiology, Graduate School of Medical Sciences, Kyushu University",Escherichia coli,NS-NP007,562,,Bacteria,4849,WGS,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '561', '562']",['We analyzed the genome sequences of 787 Escherichia coli strains isolated from humans and bovine to understand the evolutional pathway of enterohemorrhagic Escherichia coli (EHEC).'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Escherichia', 'Escherichia coli']",1850435288795447300,139844.0,0.092183955,13.0,9.0,0.0,,78.0,,Bos taurus,0.9920598,0.0,0.9841204,,99.78,0.22,96.02,95.72,Good,447.0,"MLST.Escherichia_coli_1.164,MLST.Escherichia_coli_2.303",,4772.0,,Platanus v. 1.2.2,,,,83x,Illumina MiSeq,,,,,562.47336,32916,32916,32916,32916,32916,32916,32916,2014.0,2014,Japan,Cow,Nonhuman Mammal,,Japan,humans and bovine to understand the evolutional pathway of enterohemorrhagic Escherichia coli (EHEC),Bos taurus,Asia,,,,isolated from humans and bovine to understand the evolutional pathway of enterohemorrhagic Escherichia coli (EHEC),['host_health_state:healthy'],,,,,,,,,,,,,,,
